,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
744,VS19949,Nevada,M,Bachelor,2897.6207,54337.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
745,AM92343,Oregon,F,High School or Below,11599.502199999999,67616.0,96.0,0.0,Personal Auto,Four-Door Car,340.306584
746,GI68556,California,F,Bachelor,15147.9306,41082.0,63.0,0.0,Personal Auto,Two-Door Car,106.647493
747,JT11876,Washington,F,High School or Below,5435.7678000000005,0.0,10202.0,0.0,Personal Auto,Four-Door Car,626.116259
748,XR64251,Nevada,F,Master,2725.3564,36650.0,69.0,1.0,Personal Auto,Four-Door Car,56.60333
749,MK34957,Oregon,F,College,13297.7123,50631.0,112.0,4.0,Special Auto,SUV,784.65781
750,GP18756,California,M,College,9927.0497,19592.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
751,AP23850,Washington,F,High School or Below,17771.549,0.0,114.0,0.0,Personal Auto,Two-Door Car,547.2
752,KQ65521,Arizona,F,College,18269.2702,55761.0,115.0,0.0,Personal Auto,Luxury,86.27772
753,EJ19449,California,F,College,2722.2107,17576.0,71.0,0.0,Special Auto,Four-Door Car,398.502948
754,QB70027,California,F,Bachelor,7083.2124,41449.0,89.0,0.0,Personal Auto,Four-Door Car,63.516572
755,QW47320,California,F,Bachelor,10179.716999999999,14290.0,271.0,0.0,Personal Auto,Luxury,1300.8
756,KH64733,Nevada,F,College,5889.5091,62007.0,73.0,0.0,Personal Auto,Four-Door Car,120.015609
757,ON59472,Arizona,M,High School or Below,15771.3934,21921.0,206.0,0.0,Corporate Auto,Luxury,1254.137899
758,HP94242,Arizona,F,Bachelor,5288.1732999999995,42621.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
759,RV15398,Oregon,M,College,27580.554,0.0,87.0,1.0,Personal Auto,Four-Door Car,417.6
760,EA25683,Washington,M,High School or Below,7778.5323,63786.0,196.0,0.0,Corporate Auto,Luxury,798.002689
761,PW73754,California,F,High School or Below,7341.8613000000005,0.0,104.0,3.0,Personal Auto,Luxury,82.041684
762,MC71942,California,F,High School or Below,7919.196999999999,82877.0,99.0,1.0,Personal Auto,Two-Door Car,22.819088
763,OX72195,Arizona,M,College,2163.8702,0.0,63.0,0.0,Corporate Auto,Two-Door Car,302.4
764,YQ99152,Nevada,M,High School or Below,9787.8088,10475.0,88.0,1.0,Personal Auto,Two-Door Car,422.4
765,KI19439,Oregon,F,High School or Below,5207.6408,21952.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
766,PM76175,Oregon,F,Bachelor,21147.2772,49721.0,132.0,0.0,Corporate Auto,Luxury,639.971388
767,US45383,California,M,College,12280.766599999999,88340.0,102.0,0.0,Personal Auto,Two-Door Car,489.6
768,GT38956,California,F,College,2441.3942,0.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
769,SN41301,Oregon,M,Bachelor,6535.560600000001,0.0,65.0,0.0,Corporate Auto,Four-Door Car,468.0
770,BE62503,Washington,F,College,9206.5983,24589.0,82.0,0.0,Personal Auto,Two-Door Car,511.497882
771,PA16884,California,F,Bachelor,4118.5886,69379.0,103.0,0.0,Personal Auto,Two-Door Car,494.4
772,NC58480,Nevada,F,Bachelor,4838.209,73769.0,61.0,2.0,Personal Auto,Four-Door Car,239.540223
773,NS39326,California,F,College,4625.5481,66670.0,114.0,0.0,Personal Auto,SUV,518.180364
774,PN18507,Arizona,M,Bachelor,14042.103000000001,88854.0,118.0,0.0,Personal Auto,Two-Door Car,715.252366
775,EK91340,Oregon,M,Bachelor,7546.6134999999995,31266.0,193.0,0.0,Corporate Auto,Luxury,926.4
776,JY16280,California,F,High School or Below,2514.592,43860.0,65.0,0.0,Personal Auto,Four-Door Car,156.124914
777,ZW71731,California,M,Bachelor,5170.3584,89284.0,133.0,2.0,Corporate Auto,SUV,402.070719
778,ZC24631,Oregon,M,College,13917.377199999999,67267.0,89.0,0.0,Corporate Auto,Four-Door Car,94.814032
779,YR34689,California,F,High School or Below,11318.1308,79270.0,95.0,3.0,Personal Auto,Four-Door Car,456.0
780,RT65829,Oregon,M,Bachelor,4276.3636,36692.0,109.0,1.0,Personal Auto,Four-Door Car,523.2
781,BZ12077,Oregon,F,High School or Below,4322.2403,0.0,119.0,0.0,Personal Auto,SUV,571.2
782,WM65373,California,F,College,8002.3083,0.0,107.0,0.0,Corporate Auto,SUV,513.6
783,NH35059,Nevada,M,College,3885.4564,0.0,105.0,0.0,Corporate Auto,Four-Door Car,504.0
784,QD38160,Oregon,M,College,4471.7782,0.0,135.0,0.0,Personal Auto,SUV,972.0
785,BM15160,California,F,High School or Below,8496.3528,44624.0,71.0,1.0,Special Auto,Four-Door Car,73.883044
786,VY79030,Arizona,F,College,22500.8835,0.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
787,EV19512,Nevada,F,Master,16301.9676,19614.0,85.0,0.0,Personal Auto,Two-Door Car,574.024018
788,TE13577,Oregon,F,College,2319.7359,0.0,64.0,0.0,Personal Auto,Four-Door Car,632.715382
789,WY97929,Arizona,M,College,8717.0498,83846.0,74.0,3.0,Special Auto,Four-Door Car,355.2
790,YG20683,Washington,M,College,2860.1117,51159.0,72.0,0.0,Personal Auto,Four-Door Car,4.238626
791,FK75497,California,M,College,2453.4083,83772.0,62.0,0.0,Personal Auto,Two-Door Car,42.248087
792,NE60110,Arizona,M,College,5989.7739,66839.0,154.0,0.0,Personal Auto,Luxury,739.2
793,TN36521,Arizona,F,College,24980.225499999997,88440.0,70.0,0.0,Personal Auto,Two-Door Car,27.145151
794,HG33568,Arizona,F,Master,7482.639499999999,25666.0,63.0,2.0,Personal Auto,Four-Door Car,270.002766
795,TW17878,Oregon,F,High School or Below,2457.576,52926.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
796,ZO83562,Nevada,F,Bachelor,2379.7412,0.0,67.0,0.0,Personal Auto,Four-Door Car,494.946438
797,CH97539,Washington,F,Bachelor,8286.964399999999,40001.0,70.0,0.0,Personal Auto,Four-Door Car,142.567008
798,CV29889,California,M,College,2393.9154,0.0,70.0,0.0,Personal Auto,Four-Door Car,425.266308
799,MO33320,Oregon,M,College,4657.1595,18024.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
800,QZ81258,Oregon,F,College,13197.928899999999,0.0,68.0,3.0,Personal Auto,Four-Door Car,326.4
801,NY56352,Oregon,F,Bachelor,2803.9166999999998,23220.0,74.0,0.0,Personal Auto,Four-Door Car,251.334247
802,EA27048,California,F,High School or Below,8646.5041,64125.0,108.0,0.0,Personal Auto,SUV,369.818708
803,UT38865,Oregon,F,College,7425.8706,58042.0,62.0,0.0,Corporate Auto,Four-Door Car,161.419528
804,QC89139,Oregon,F,High School or Below,4528.7374,90034.0,112.0,0.0,Corporate Auto,SUV,537.6
805,LA14484,Nevada,M,High School or Below,2227.0728,27972.0,61.0,0.0,Special Auto,Four-Door Car,292.8
806,HN57556,California,F,High School or Below,7292.9488,0.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
807,CV31235,Arizona,M,Bachelor,3184.3552,50989.0,80.0,0.0,Corporate Auto,Four-Door Car,255.999709
808,WR45726,Arizona,F,Bachelor,11315.203700000002,11885.0,101.0,0.0,Special Auto,Four-Door Car,484.8
809,LB25094,California,F,Bachelor,2530.7051,89451.0,63.0,0.0,Special Auto,Four-Door Car,61.769564
810,KW56110,Oregon,M,Bachelor,18361.5553,0.0,182.0,0.0,Personal Auto,Luxury,1310.4
811,XO36233,Washington,M,Bachelor,8641.53,78904.0,109.0,0.0,Personal Auto,SUV,250.001424
812,ZX86243,Arizona,M,Doctor,3278.5319,70247.0,83.0,1.0,Personal Auto,Four-Door Car,141.799422
813,DW29763,Arizona,M,High School or Below,5271.982099999999,32653.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
814,CT83377,Washington,M,High School or Below,3763.6377,93595.0,97.0,4.0,Special Auto,Four-Door Car,49.797016
815,OQ90898,California,M,Master,13955.569599999999,90279.0,115.0,0.0,Personal Auto,SUV,372.175592
816,GO77248,Oregon,F,College,5001.5275,0.0,72.0,0.0,Personal Auto,Four-Door Car,542.14385
817,QW33258,California,M,Bachelor,7082.830400000001,53310.0,189.0,3.0,Personal Auto,Luxury,1360.8
818,OU79745,California,M,College,7619.482800000001,0.0,105.0,0.0,Personal Auto,Four-Door Car,504.0
819,VZ79886,Oregon,F,Bachelor,12550.882,22234.0,160.0,0.0,Personal Auto,SUV,768.0
820,FI92440,Washington,F,High School or Below,32196.6004,91375.0,99.0,0.0,Personal Auto,Two-Door Car,72.632934
821,YG85980,Nevada,F,High School or Below,6793.7741000000005,22250.0,86.0,0.0,Personal Auto,Two-Door Car,720.601429
822,QM74621,Oregon,M,Bachelor,5272.3197,0.0,80.0,0.0,Personal Auto,Four-Door Car,576.0
823,EI71732,Oregon,F,Doctor,6265.3432999999995,0.0,84.0,1.0,Personal Auto,Four-Door Car,481.025786
824,VN79010,California,F,High School or Below,8547.5861,51179.0,71.0,0.0,Corporate Auto,Four-Door Car,466.176731
825,FI61723,California,M,Bachelor,2787.4237,38667.0,72.0,0.0,Personal Auto,Four-Door Car,159.266473
826,OH55411,California,F,Master,4626.8011,79487.0,114.0,0.0,Corporate Auto,SUV,547.2
827,TF10720,Nevada,F,Doctor,8663.364,67763.0,107.0,2.0,Personal Auto,Four-Door Car,41.283167
828,NW30838,Nevada,M,High School or Below,3872.2221999999997,0.0,62.0,2.0,Corporate Auto,Four-Door Car,503.808329
829,CB58476,Oregon,F,College,5170.8115,0.0,71.0,0.0,Corporate Auto,Four-Door Car,859.599411
830,WI69346,California,F,Master,8960.280200000001,71943.0,112.0,0.0,Corporate Auto,SUV,305.653785
831,FS76657,Oregon,F,College,5471.8343,53526.0,68.0,0.0,Personal Auto,Four-Door Car,278.902846
832,YX89016,Oregon,M,College,34931.0017,35005.0,295.0,0.0,Personal Auto,Luxury,1416.0
833,PK28821,California,M,College,2620.3923,24721.0,67.0,0.0,Personal Auto,Four-Door Car,139.963594
834,MB51200,Washington,M,College,19069.499499999998,0.0,102.0,2.0,Personal Auto,Four-Door Car,734.4
835,XG44587,Arizona,M,Master,5757.4423,88997.0,72.0,0.0,Personal Auto,Four-Door Car,174.041566
836,FG91922,Arizona,M,Master,40224.0136,48587.0,111.0,0.0,Personal Auto,SUV,532.8
837,OM99303,Arizona,F,High School or Below,2701.4883,76310.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
838,RV67546,California,M,Bachelor,3712.4305,73205.0,92.0,0.0,Personal Auto,Four-Door Car,37.299865
839,UJ79253,Oregon,F,College,21850.84,51056.0,78.0,0.0,Personal Auto,Four-Door Car,95.816516
840,PN98247,California,M,College,7840.1658,58414.0,210.0,2.0,Personal Auto,Luxury,1008.0
841,IB67546,California,F,Bachelor,8237.037900000001,23940.0,107.0,0.0,Personal Auto,SUV,513.6
842,OE19087,California,F,High School or Below,2243.4739,0.0,62.0,0.0,Personal Auto,Four-Door Car,446.4
843,CM95716,California,M,Bachelor,8434.464100000001,44216.0,71.0,0.0,Personal Auto,Four-Door Car,72.205362
844,MW62634,California,M,High School or Below,2227.0728,27972.0,61.0,0.0,Corporate Auto,Four-Door Car,292.8
845,QW67581,Arizona,F,High School or Below,5170.026,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
846,SN16059,California,F,Master,2641.4460999999997,29305.0,66.0,0.0,Personal Auto,Four-Door Car,475.2
847,OE51254,California,F,College,2790.683,53882.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
848,RM42344,Oregon,M,College,2745.1297999999997,91757.0,69.0,1.0,Personal Auto,Four-Door Car,331.2
849,GB35238,California,F,Bachelor,7579.5327,33906.0,64.0,0.0,Personal Auto,Two-Door Car,401.592109
850,ML82674,Oregon,M,Bachelor,10978.7803,68158.0,139.0,1.0,Personal Auto,SUV,253.183568
851,EI85244,California,M,College,8255.0601,0.0,134.0,3.0,Personal Auto,SUV,643.2
852,DE28132,Oregon,M,College,4747.7346,42165.0,123.0,0.0,Corporate Auto,SUV,799.673766
853,TV25678,Washington,M,College,3540.9043,0.0,101.0,0.0,Personal Auto,SUV,727.2
854,TY26512,California,M,Doctor,3436.1342999999997,30817.0,88.0,0.0,Personal Auto,Four-Door Car,91.834668
855,OB69153,California,M,Bachelor,2582.1853,68074.0,65.0,0.0,Personal Auto,Four-Door Car,27.987867
856,QZ77637,Washington,F,College,11665.0978,84978.0,35353.0,1.0,Corporate Auto,Four-Door Car,166.77296
857,XN41715,California,F,Master,7396.2837,71135.0,92.0,1.0,Personal Auto,Four-Door Car,270.563995
858,QR15857,California,F,College,4330.7998,0.0,61.0,0.0,Personal Auto,Two-Door Car,292.8
859,FL69363,Oregon,M,Master,9075.768199999999,37722.0,116.0,0.0,Personal Auto,Luxury,158.077504
860,IS30295,Arizona,F,Bachelor,14635.451599999999,0.0,139.0,0.0,Personal Auto,SUV,667.2
861,WA25797,Washington,M,High School or Below,8564.768199999999,95697.0,107.0,0.0,Personal Auto,Luxury,178.006524
862,NL59519,California,F,College,11565.6875,64642.0,96.0,0.0,Personal Auto,Four-Door Car,404.265696
863,ZU93025,Oregon,F,College,2771.045,50071.0,71.0,0.0,Personal Auto,Two-Door Car,18.918935
864,DK94262,Oregon,M,High School or Below,8507.1288,46754.0,106.0,1.0,Personal Auto,SUV,513.818403
865,UQ30615,California,M,College,7582.1138,64801.0,64.0,0.0,Corporate Auto,Four-Door Car,268.471802
866,OR40060,Arizona,M,Bachelor,3323.0925,70410.0,83.0,0.0,Personal Auto,Four-Door Car,131.828507
867,DK32872,Nevada,F,High School or Below,5234.3317,66957.0,131.0,1.0,Personal Auto,SUV,628.8
868,FA46418,Nevada,F,High School or Below,24709.5996,24213.0,78.0,1.0,Personal Auto,Four-Door Car,374.4
869,ER19995,Washington,F,College,17786.2778,99790.0,6464.0,0.0,Personal Auto,Four-Door Car,178.986788
870,KI75855,Oregon,M,Master,2551.2267,79751.0,63.0,0.0,Personal Auto,Two-Door Car,392.235698
871,ND41876,Arizona,M,High School or Below,7247.7137,86122.0,182.0,1.0,Personal Auto,Luxury,873.6
872,PN21042,Arizona,M,Bachelor,4538.8478000000005,82297.0,116.0,0.0,Personal Auto,Luxury,0.382107
873,GJ43254,Washington,M,College,31642.1046,89057.0,98.0,0.0,Corporate Auto,Two-Door Car,187.363583
874,AL46984,California,M,High School or Below,8730.421999999999,43259.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
875,JP58047,Oregon,M,College,8332.7306,0.0,79.0,0.0,Personal Auto,Four-Door Car,379.2
876,ZE85014,California,M,College,2357.7470000000003,25064.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
877,KU88219,Arizona,M,Master,4637.164000000001,25816.0,119.0,0.0,Personal Auto,Luxury,571.2
878,UU98729,California,M,Bachelor,5357.1927000000005,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.853987
879,WS82822,Oregon,F,College,5391.971,41662.0,69.0,0.0,Corporate Auto,Four-Door Car,217.973168
880,YB49933,Arizona,M,Bachelor,3694.1405,96170.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
881,XC16387,Arizona,F,High School or Below,5040.4124,46072.0,64.0,0.0,Personal Auto,Four-Door Car,25.934064
882,XJ96748,Arizona,F,High School or Below,27495.4219,37931.0,99.0,0.0,Personal Auto,Four-Door Car,475.2
883,TM98684,Oregon,M,High School or Below,4842.285,35127.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
884,AY18433,Washington,F,High School or Below,27382.818900000002,45473.0,76.0,0.0,Special Auto,Two-Door Car,188.938397
885,DM74502,Nevada,F,College,5227.1019,93087.0,131.0,3.0,Corporate Auto,Luxury,628.8
886,FT56968,Arizona,M,High School or Below,2590.096,22398.0,67.0,2.0,Personal Auto,Four-Door Car,321.6
887,OX36896,California,M,High School or Below,10536.078000000001,92983.0,87.0,1.0,Corporate Auto,Four-Door Car,153.205591
888,BZ65376,Arizona,M,Bachelor,8581.2787,27689.0,239.0,2.0,Personal Auto,Luxury,2893.239678
889,LN34660,California,F,College,9463.113299999999,69654.0,118.0,0.0,Corporate Auto,SUV,629.532731
890,JC29295,California,F,Bachelor,13441.006399999998,80744.0,111.0,0.0,Personal Auto,SUV,361.284757
891,KJ87930,California,F,Bachelor,3886.5047999999997,0.0,112.0,0.0,Corporate Auto,SUV,1185.988301
892,XT36360,Arizona,F,High School or Below,6784.8937,0.0,64.0,1.0,Personal Auto,Four-Door Car,460.8
893,IX35050,Arizona,M,Bachelor,23594.6802,76358.0,66.0,0.0,Special Auto,Four-Door Car,86.461582
894,UN97379,Oregon,M,Bachelor,2538.6263,18608.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
895,MR57294,California,M,High School or Below,5639.941999999999,73168.0,70.0,0.0,Personal Auto,Four-Door Car,425.800112
896,UG79499,Washington,M,Bachelor,11681.3743,70930.0,99.0,0.0,Personal Auto,Four-Door Car,190.43446
897,UA50747,Washington,F,High School or Below,25997.75,62262.0,72.0,0.0,Corporate Auto,Four-Door Car,193.505325
898,GL20444,Nevada,F,Master,13778.369299999998,91474.0,113.0,0.0,Corporate Auto,Two-Door Car,24.087774
899,SP58110,California,F,Bachelor,4923.1817,61469.0,63.0,5.0,Personal Auto,Four-Door Car,302.4
900,XM91635,Arizona,F,High School or Below,2272.3354,16618.0,62.0,0.0,Special Auto,Four-Door Car,219.288706
901,TV82603,California,F,Bachelor,14895.398000000001,48081.0,188.0,0.0,Personal Auto,Luxury,881.360959
902,BB82067,Oregon,M,Doctor,9756.045,67632.0,121.0,0.0,Personal Auto,Luxury,26.951627
903,JP94676,Oregon,F,Bachelor,9422.9741,34115.0,119.0,0.0,Personal Auto,SUV,466.122541
904,VU53417,Arizona,M,High School or Below,3837.3576000000003,23051.0,99.0,0.0,Personal Auto,Two-Door Car,475.2
905,IW54795,California,M,College,10952.1319,23748.0,99.0,0.0,Personal Auto,Four-Door Car,607.095655
906,RN78170,Arizona,F,College,8159.136600000001,40589.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
907,IX55883,California,F,College,19480.4998,50809.0,83.0,0.0,Personal Auto,Four-Door Car,290.381707
908,XM72420,Arizona,F,High School or Below,3919.3667,66676.0,97.0,0.0,Personal Auto,Four-Door Car,558.099357
909,GC15104,Nevada,F,Bachelor,7985.1421,52339.0,70.0,3.0,Corporate Auto,Four-Door Car,336.0
910,RX13282,Oregon,M,Bachelor,12168.7449,14973.0,115.0,0.0,Personal Auto,SUV,828.0
911,QA85890,Arizona,F,High School or Below,5849.3215,0.0,83.0,0.0,Corporate Auto,Four-Door Car,540.514115
912,IR62668,Arizona,F,Bachelor,5085.8366,31546.0,65.0,0.0,Personal Auto,Four-Door Car,100.049832
913,AL96740,California,F,College,2903.9397999999997,67763.0,73.0,1.0,Personal Auto,Four-Door Car,59.861963
914,SS48498,Washington,F,College,6273.1734,20836.0,79.0,0.0,Corporate Auto,Four-Door Car,193.57032
915,PE39479,Washington,M,College,18321.418999999998,88592.0,76.0,0.0,Corporate Auto,Four-Door Car,199.79727
916,JH62891,Oregon,F,College,5178.7042,66943.0,65.0,1.0,Special Auto,Four-Door Car,53.084753
917,FI20423,Arizona,F,High School or Below,14024.358400000001,81872.0,115.0,0.0,Special Auto,Four-Door Car,256.43803
918,PM13394,Washington,F,College,5309.4358999999995,22404.0,70.0,1.0,Personal Auto,Four-Door Car,211.136067
919,YV67971,California,F,High School or Below,4949.8038,21342.0,62.0,0.0,Personal Auto,Four-Door Car,74.350893
920,QD31377,California,M,Bachelor,8595.6653,34621.0,108.0,1.0,Corporate Auto,SUV,621.464468
921,YG10247,Oregon,M,College,22951.892000000003,62396.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
922,FE73696,Oregon,M,High School or Below,3792.1303000000003,97212.0,93.0,0.0,Personal Auto,Two-Door Car,360.05589
923,SW19699,Arizona,F,Bachelor,2755.748,49648.0,70.0,0.0,Personal Auto,Four-Door Car,65.954813
924,QJ40732,Arizona,M,College,4880.3396,97984.0,61.0,1.0,Personal Auto,Four-Door Car,407.450118
925,HM76207,California,F,College,9051.9053,26308.0,114.0,0.0,Corporate Auto,SUV,547.2
926,NT59303,Oregon,F,College,10115.4462,63528.0,256.0,0.0,Personal Auto,Luxury,1228.8
927,PU41393,Nevada,M,College,8269.0754,20225.0,114.0,1.0,Special Auto,SUV,547.2
928,QO86948,Nevada,M,High School or Below,8071.653,0.0,112.0,0.0,Personal Auto,SUV,806.4
929,QN10888,Oregon,F,High School or Below,7726.9936,87620.0,64.0,0.0,Personal Auto,Four-Door Car,24.063693
930,VY19543,California,F,Bachelor,8311.1359,0.0,72.0,0.0,Corporate Auto,Four-Door Car,311.329282
931,XC15133,Nevada,F,Master,2574.0204,34990.0,65.0,0.0,Personal Auto,Four-Door Car,42.689135
932,ST43550,Oregon,M,Bachelor,5727.3270999999995,99934.0,71.0,0.0,Special Auto,Four-Door Car,460.323855
933,FX36546,Washington,M,Master,3679.1421,60804.0,92.0,0.0,Personal Auto,Four-Door Car,213.225001
934,JX68983,Oregon,M,Bachelor,2744.5196,94648.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
935,HX78576,California,F,High School or Below,5636.7403,24516.0,71.0,0.0,Personal Auto,Four-Door Car,300.607591
936,ZQ11381,Arizona,M,Bachelor,16870.3882,61063.0,85.0,0.0,Personal Auto,Four-Door Car,262.504882
937,ON39271,California,M,Master,2738.002,0.0,74.0,0.0,Personal Auto,Two-Door Car,263.365432
938,SB18278,Oregon,M,Bachelor,4644.7005,0.0,64.0,0.0,Corporate Auto,Four-Door Car,307.2
939,ZT30559,California,F,High School or Below,4746.6865,15169.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
940,XI41106,Arizona,M,College,16874.3282,55390.0,71.0,0.0,Corporate Auto,Two-Door Car,256.268091
941,ZS88847,Oregon,F,Bachelor,2387.6061,27592.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
942,RU49126,Washington,F,College,4465.3357,61846.0,112.0,0.0,Personal Auto,SUV,215.8182
943,KR62797,Arizona,F,High School or Below,4591.6259,83297.0,113.0,0.0,Personal Auto,SUV,542.4
944,ZJ73220,Arizona,F,College,13092.5858,0.0,188.0,0.0,Special Auto,Luxury,1353.6
945,FY62633,Oregon,M,Bachelor,9112.2666,0.0,90.0,0.0,Personal Auto,Four-Door Car,432.0
946,CU36986,California,F,High School or Below,4165.1666,55897.0,104.0,0.0,Personal Auto,Four-Door Car,499.2
947,WZ53904,Arizona,M,Bachelor,2659.9806,21297.0,71.0,0.0,Personal Auto,Four-Door Car,45.507952
948,AA71604,Arizona,F,Master,11986.5921,87560.0,98.0,1.0,Personal Auto,Two-Door Car,470.4
949,TD10493,Oregon,F,High School or Below,2898.7327,0.0,96.0,4.0,Personal Auto,Four-Door Car,691.2
950,LY97989,Oregon,F,Bachelor,2894.2439,0.0,85.0,0.0,Personal Auto,Four-Door Car,408.0
951,VX39856,Arizona,F,Doctor,3500.4544,89398.0,86.0,0.0,Personal Auto,Four-Door Car,82.409922
952,TP51897,California,F,College,2621.8086,36843.0,68.0,3.0,Corporate Auto,Four-Door Car,357.642982
953,QQ89253,Oregon,F,College,10221.805,0.0,134.0,0.0,Personal Auto,SUV,643.2
954,EI91403,California,M,High School or Below,2578.271,34946.0,65.0,0.0,Personal Auto,Two-Door Car,420.35698
955,QG15435,Arizona,F,College,6242.5957,75680.0,78.0,0.0,Personal Auto,Four-Door Car,136.787725
956,FZ55002,Nevada,F,Doctor,5220.281,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
957,HX77930,Washington,F,College,3136.4321,49532.0,79.0,1.0,Personal Auto,Four-Door Car,220.186677
958,UN37063,Arizona,M,Bachelor,4525.3658000000005,10269.0,65.0,0.0,Personal Auto,Two-Door Car,170.798204
959,VB87946,California,M,College,4970.3573,49714.0,63.0,3.0,Personal Auto,Four-Door Car,266.165535
960,AB60627,California,M,High School or Below,15467.788999999999,77517.0,129.0,0.0,Corporate Auto,SUV,98.921782
961,TA34903,Oregon,M,High School or Below,5838.899200000001,81082.0,73.0,0.0,Personal Auto,Four-Door Car,281.295903
962,AQ51368,Oregon,F,Bachelor,10656.882,72540.0,88.0,0.0,Corporate Auto,Two-Door Car,631.743039
963,NZ26102,Oregon,F,High School or Below,2289.6187,0.0,65.0,0.0,Personal Auto,Four-Door Car,468.0
964,GB45753,California,M,High School or Below,5439.8042000000005,61546.0,68.0,0.0,Corporate Auto,Two-Door Car,29.209521
965,BV79904,California,F,Master,7956.1501,44818.0,67.0,1.0,Personal Auto,Two-Door Car,136.883999
966,OB49075,Arizona,M,Bachelor,4458.1134,17622.0,65.0,1.0,Personal Auto,Four-Door Car,312.0
967,DS97676,Oregon,F,College,2555.0515,0.0,72.0,0.0,Personal Auto,Four-Door Car,518.4
968,JO63462,California,M,Bachelor,3307.9990000000003,79797.0,84.0,0.0,Corporate Auto,Two-Door Car,31.755601
969,NJ10602,Washington,F,College,8459.0532,92717.0,70.0,0.0,Personal Auto,Two-Door Car,224.27582
970,RS24501,Oregon,F,College,13350.120900000002,28919.0,173.0,0.0,Personal Auto,SUV,830.4
971,VT78274,Arizona,M,College,4931.2213,0.0,68.0,0.0,Personal Auto,Four-Door Car,480.159011
972,SU56153,Nevada,M,Bachelor,7776.8352,63568.0,65.0,0.0,Corporate Auto,Two-Door Car,390.792553
973,MN20737,Nevada,F,College,2553.6722,73935.0,64.0,1.0,Corporate Auto,Four-Door Car,72.071195
974,KL43114,Arizona,F,High School or Below,4876.4697,0.0,66.0,0.0,Corporate Auto,Two-Door Car,316.8
975,YQ15567,Oregon,F,Bachelor,9034.3058,18846.0,115.0,0.0,Personal Auto,SUV,552.0
976,TR88637,Arizona,F,High School or Below,8105.9108,38893.0,103.0,0.0,Personal Auto,SUV,41.965252
977,TC88986,Oregon,M,High School or Below,5619.6891000000005,0.0,153.0,0.0,Special Auto,SUV,1027.000029
978,XX88577,California,M,Bachelor,15727.1306,84824.0,196.0,0.0,Corporate Auto,SUV,319.820747
979,NE49052,California,F,High School or Below,6618.0164,20068.0,86.0,0.0,Corporate Auto,Four-Door Car,411.011162
980,KX17826,Oregon,M,Doctor,4670.048,0.0,125.0,0.0,Corporate Auto,SUV,600.0
981,CC91503,Arizona,F,High School or Below,10169.3698,0.0,135.0,0.0,Personal Auto,Luxury,648.0
982,WH32183,California,M,Bachelor,8323.074,97245.0,70.0,0.0,Personal Auto,Four-Door Car,4.110585
983,ES90681,California,F,College,2417.76,51808.0,61.0,1.0,Personal Auto,Four-Door Car,351.149904
984,DW96592,California,M,Bachelor,8044.8724,71391.0,67.0,0.0,Personal Auto,Four-Door Car,284.000172
985,MT23134,Oregon,M,High School or Below,5325.724499999999,0.0,73.0,0.0,Personal Auto,Two-Door Car,496.474767
986,BM69081,Arizona,M,Bachelor,6947.524,0.0,100.0,0.0,Personal Auto,SUV,925.137143
987,MB90871,Oregon,F,College,5847.4152,23496.0,77.0,0.0,Special Auto,Four-Door Car,13.164097
988,GT62080,Washington,M,High School or Below,5881.74235,55561.0,63.0,0.0,Personal Auto,Four-Door Car,227.872071
989,QL77686,Nevada,F,College,4724.7861,23986.0,119.0,0.0,Corporate Auto,SUV,463.335061
990,ON77827,Arizona,F,Master,2790.228,22974.0,71.0,0.0,Personal Auto,Four-Door Car,180.667969
991,KP18988,Oregon,F,High School or Below,21531.332799999996,0.0,101.0,0.0,Personal Auto,Four-Door Car,484.8
992,TI92884,Arizona,M,Bachelor,12622.8327,61844.0,106.0,0.0,Personal Auto,Luxury,508.8
993,JH73503,Arizona,M,Doctor,20171.961499999998,24804.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
